ID,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
703,187,CASH_IN,55434.9,C1412491250,32372,87806.9,C1022856343,56393.74,958.84,0
704,205,PAYMENT,21073.16,C1410693992,0,0,M937286112,0,0,0
705,252,CASH_OUT,163897.18,C854293977,357,0,C1946802682,0,163897.18,0
706,18,CASH_OUT,211797.23,C1090837435,51468,0,C750350912,316635.99,713009.68,0
707,69,CASH_OUT,7728992.56,C403242634,7728992.56,0,C61990291,340622.45,8069615,1
708,231,CASH_IN,314132.22,C1922007318,335913.31,650045.52,C424555677,379119.09,64986.87,0
709,228,CASH_OUT,820698.44,C76645162,149638.53,0,C1469023701,197409.54,1018107.98,0
710,273,TRANSFER,206158.02,C285358943,0,0,C945149696,662757.32,868915.34,0
711,236,CASH_IN,171783.15,C2133565096,103376,275159.15,C1430832515,0,0,0
712,260,TRANSFER,847383.45,C358038381,847383.45,0,C1806358592,0,0,1
713,462,CASH_OUT,67921.66,C1120272474,67921.66,0,C521660749,338544.14,406465.81,1
714,323,CASH_OUT,199233.92,C333992044,1377,0,C68042167,288660.07,487893.99,0
715,307,PAYMENT,5797.24,C2116544291,167600.26,161803.02,M1199769566,0,0,0
716,673,CASH_OUT,897875.35,C1479974036,897875.35,0,C1078117334,0,897875.35,1
717,528,PAYMENT,7715.86,C1056722254,257929,250213.14,M452209856,0,0,0
718,75,TRANSFER,460436.43,C1935083121,460436.43,0,C83154619,0,0,1
719,398,TRANSFER,5618179.9,C1730928931,5618179.9,0,C1461831726,0,0,1
720,596,PAYMENT,13555.96,C158025287,13617.99,62.03,M1242446496,0,0,0
721,12,CASH_OUT,185677.57,C482398016,0,0,C433570583,970843.61,1182972.42,0
722,156,PAYMENT,17474.2,C250638175,19871,2396.8,M1120193450,0,0,0
723,358,CASH_OUT,10358.27,C2109337236,10358.27,0,C692561048,0,10358.27,1
724,262,PAYMENT,2796.71,C444165552,64518,61721.29,M437688868,0,0,0
725,167,TRANSFER,251140.96,C1404051898,251140.96,0,C2011208491,0,0,1
726,356,TRANSFER,181151.47,C546964842,0,0,C863527508,1102959.97,1284111.44,0
727,8,CASH_IN,133474.79,C425511567,7316254.12,7449728.91,C1697258007,1816502.53,2889500.57,0
728,324,CASH_OUT,62243.09,C2009451415,641,0,C2011739245,0,62243.09,0
729,129,PAYMENT,9917.82,C74881666,0,0,M1541486393,0,0,0
730,160,PAYMENT,12938.65,C693600599,0,0,M2070547670,0,0,0
731,139,CASH_OUT,111414.98,C592267982,28613,0,C326000999,0,111414.98,0
732,257,CASH_IN,115446.96,C1154458598,6632081.91,6747528.87,C342041608,11181010.19,11065563.23,0
733,379,CASH_OUT,122376.52,C1215576922,0,0,C1319190619,1899800.45,2022176.97,0
734,380,CASH_OUT,49076.27,C282770927,49076.27,0,C1266647096,863127.8,912204.07,1
735,244,CASH_OUT,4252656.95,C799888811,4252656.95,0,C1104137869,0,4252656.95,1
736,414,TRANSFER,533269.77,C761440890,533269.77,0,C565561200,0,0,1
737,280,CASH_OUT,71052.81,C1312171313,52685,0,C854789580,1747401.23,1818454.04,0
738,490,CASH_IN,37254.42,C1930514761,3798170.14,3835424.56,C1874467510,166848.19,129593.77,0
739,631,CASH_OUT,341.3,C667213533,341.3,0,C1882416081,135440.48,135781.78,1
740,44,CASH_OUT,112855.37,C1419145034,882,0,C664414908,0,112855.37,0
741,321,CASH_OUT,203874.62,C2016803098,203874.62,0,C1127806629,472690.19,676564.81,1
742,533,CASH_OUT,3439121.37,C1650955113,3439121.37,0,C2091086284,67310.12,3506431.49,1
743,302,CASH_IN,305988.24,C153547936,2749244.29,3055232.53,C980685280,8596976.13,8290987.89,0
744,34,TRANSFER,27951.26,C722855847,27951.26,0,C866867675,0,0,1
745,263,PAYMENT,5711.52,C984580247,0,0,M19063383,0,0,0
746,353,PAYMENT,17237.97,C803084876,25216,7978.03,M296927848,0,0,0
747,322,CASH_OUT,102890.98,C1040581671,120081,17190.02,C218716947,255781.63,358672.62,0
748,461,CASH_OUT,226689.16,C98982423,226689.16,0,C229328572,173244.92,399934.08,1
749,184,CASH_IN,24039.89,C1764689688,6406,30445.89,C70474934,1892883.65,1868843.76,0
750,163,TRANSFER,762135.72,C1455660898,762135.72,0,C364400523,0,0,1
751,227,CASH_OUT,130730.16,C712036823,94694,0,C625434185,0,130730.16,0
752,355,CASH_IN,101429.58,C1714063467,26552784.93,26654214.5,C205556527,5097939.41,4996509.83,0
753,8,CASH_OUT,181728.11,C2102265902,0,0,C789014007,11397,184477.77,1
754,135,CASH_OUT,902.09,C1411201634,0,0,C70679438,263971.59,264873.68,0
755,9,TRANSFER,503235.7,C1345582082,218123,0,C913001083,17276.69,1223885.17,0
756,186,PAYMENT,15046.41,C461907463,17713,2666.59,M1142605468,0,0,0
757,333,CASH_OUT,42214.15,C152131844,0,0,C79761766,60724.41,102938.56,0
758,650,CASH_OUT,71666.93,C1927136049,71666.93,0,C267842927,83551.03,155217.96,1
759,594,CASH_OUT,389250.9,C1206877978,389250.9,0,C1775827036,252962.03,642212.93,1
760,702,CASH_OUT,573266.42,C1802792293,573266.42,0,C203516640,0,573266.42,1
761,431,TRANSFER,526071.46,C1724071075,526071.46,0,C270502342,0,0,1
762,401,CASH_OUT,373313.63,C1244555675,0,0,C1949431332,2294590.63,2667904.26,0
763,109,TRANSFER,177344.53,C950814543,177344.53,0,C1505728182,0,0,1
764,17,CASH_OUT,1639676.27,C967691562,1639676.27,0,C2093967426,448954.92,2198318.48,1
765,69,CASH_OUT,2960254.17,C262990065,2960254.17,0,C1242379975,620822.89,3581077.07,1
766,18,PAYMENT,40529.58,C1695277276,0,0,M1313573926,0,0,0
767,12,CASH_OUT,2007,C1331829443,2007,0,C127509847,129917.8,250910.76,1
768,508,TRANSFER,218350.42,C1965622293,218350.42,0,C632271407,0,0,1
769,686,CASH_IN,164967.88,C1299713081,5491,170458.88,C1071125608,47254.22,0,0
770,54,TRANSFER,438224.6,C163085808,438224.6,0,C652285552,0,0,1
771,156,TRANSFER,98816.54,C861337518,30192,0,C1917070345,1150691.93,1249508.47,0
772,468,CASH_OUT,1455382.05,C1519723202,1455382.05,0,C2047987740,216454.16,1671836.21,1
773,260,PAYMENT,10846.5,C1098916205,54583,43736.5,M1053445245,0,0,0
774,722,CASH_OUT,3071270.72,C1272560847,3071270.72,0,C116742531,153082.28,3224353,1
775,186,PAYMENT,13346.82,C1201259274,53176,39829.18,M976952862,0,0,0
776,381,PAYMENT,10746.76,C241051955,13064,2317.24,M1719577699,0,0,0
777,33,TRANSFER,1559138.47,C1957972802,9756,0,C194914592,10128585.48,11687723.94,0
778,307,CASH_OUT,376367.26,C672988614,376367.26,0,C563840868,0,376367.26,1
779,379,CASH_OUT,57546.62,C1047606747,0,0,C2063532362,10913566.11,10971112.73,0
780,680,TRANSFER,10000000,C23027348,12651994.1,2651994.1,C1188014046,0,0,1
781,538,TRANSFER,775081.36,C1291471694,10791,0,C361329194,0,775081.36,0
782,419,CASH_OUT,60891.94,C1858182940,60891.94,0,C1039809648,1534972.09,1595864.03,1
783,301,CASH_IN,294992.58,C1977894703,20776,315768.58,C1789864196,439966.6,144974.02,0
784,404,CASH_OUT,328596.58,C1032131435,117297,0,C1320176243,199113.42,527710,0
785,4,CASH_OUT,13707.11,C556223230,13707.11,0,C2094777811,0,13707.11,1
786,136,CASH_IN,78833.78,C273813355,22088,100921.78,C590371030,0,0,0
787,300,PAYMENT,4757.11,C1082429129,300692.82,295935.7,M113097075,0,0,0
788,114,TRANSFER,2908264.69,C233651792,2908264.69,0,C1170550501,0,0,1
789,581,TRANSFER,155002.83,C1691713014,155002.83,0,C71357990,0,0,1
790,283,CASH_OUT,514427.01,C1680330615,0,0,C110882401,1782037.62,2296464.64,0
791,420,TRANSFER,116489.77,C1178847797,116489.77,0,C63537571,0,0,1
792,33,PAYMENT,106.98,C1590186764,0,0,M1215436262,0,0,0
793,229,CASH_IN,191641.8,C732776345,7747304.52,7938946.31,C1257278420,1472115.24,1280473.44,0
794,331,CASH_IN,326085.54,C2141977985,1749337.55,2075423.09,C695917073,661245.21,335159.67,0
795,93,TRANSFER,315654.19,C676090557,315654.19,0,C1516512243,0,0,1
796,424,CASH_OUT,1346264.61,C309497178,1346264.61,0,C11026279,1806026.36,3152290.97,1
797,210,CASH_IN,92122.46,C108334256,154719,246841.46,C1685457779,460176.85,368054.4,0
798,188,CASH_OUT,41041.5,C279927170,0,0,C8436804,182792.61,11511.69,0
799,689,TRANSFER,953615.38,C448881117,953615.38,0,C1434350285,0,0,1
800,398,PAYMENT,13521.97,C551601247,374254.72,360732.74,M359693907,0,0,0
801,303,CASH_OUT,447009.83,C1440171055,447009.83,0,C1229115940,45138.12,492147.95,1
802,636,CASH_OUT,222517.07,C131696791,222517.07,0,C1282495156,130580.85,353097.93,1
803,239,CASH_OUT,159385.91,C809930766,0,0,C684025108,228665.27,388051.17,0
804,380,CASH_OUT,283608.92,C897317559,0,0,C605974460,432032.55,715641.47,0
805,117,CASH_OUT,251621.18,C1370708725,251621.18,0,C558976656,8078266.37,8329887.55,1
806,673,TRANSFER,897875.35,C7692150,897875.35,0,C402300594,0,0,1
807,415,TRANSFER,3242183.64,C503443667,3242183.64,0,C1319935848,0,0,1
808,180,CASH_IN,204931.26,C1315443411,7366773.63,7571704.89,C1568953462,374436.63,169505.37,0
809,221,CASH_OUT,684174.46,C810055905,684174.46,0,C1167066573,455610.6,1139785.06,1
810,383,CASH_OUT,323824.35,C1085960221,0,0,C1596718926,414687.13,738511.48,0
811,366,CASH_OUT,5807351.83,C1254740800,5807351.83,0,C258745277,34380.89,5841732.72,1
812,646,TRANSFER,10000000,C512841143,30399045.08,20399045.08,C832210168,0,0,1
813,192,CASH_OUT,8783.42,C1170102327,8783.42,0,C1450016862,0,8783.42,1
814,79,CASH_OUT,664992.86,C1370888603,664992.86,0,C1110499013,769363.38,1434356.23,1
815,487,TRANSFER,1035401.2,C863742411,1035401.2,0,C1644420879,0,0,1
816,525,CASH_OUT,189125.14,C699568238,178138,0,C1550621126,0,189125.14,0
817,298,CASH_IN,85615.9,C1975521342,5138926.79,5224542.68,C519448553,1297256.47,1211640.57,0
818,562,CASH_OUT,8770.06,C1583865151,8770.06,0,C2053590149,0,8770.06,1
819,184,CASH_OUT,228491.32,C1960644497,128,0,C877509183,1476798.56,1705289.88,0
820,283,PAYMENT,3592.94,C1976928940,20733,17140.06,M2041286808,0,0,0
821,210,PAYMENT,4995.81,C1778837383,124894,119898.19,M406990861,0,0,0
822,499,CASH_OUT,488243.65,C1968880739,488243.65,0,C897542866,0,488243.65,1
823,354,PAYMENT,49274.9,C969945998,0,0,M148457915,0,0,0
824,38,TRANSFER,90204.54,C151033820,90204.54,0,C1303889891,0,0,1
825,74,CASH_OUT,4582074.51,C1507497077,4582074.51,0,C910594371,154034.94,4736109.45,1
826,86,TRANSFER,17822.02,C1763423014,17822.02,0,C2088891396,0,0,1
827,257,CASH_OUT,152342.29,C824755984,0,0,C1154879065,763124.55,915466.84,0
828,688,CASH_OUT,7442005.19,C507311282,7442005.19,0,C381971403,0,7442005.19,1
829,327,TRANSFER,634385.97,C1791366162,634385.97,0,C1152394024,0,0,1
830,689,CASH_OUT,228416.57,C583786481,228416.57,0,C140205588,42676.83,271093.4,1
831,185,CASH_IN,395777.24,C180496272,12067883.28,12463660.52,C1203493949,1834133.89,1438356.64,0
832,455,TRANSFER,332.36,C1572407780,332.36,0,C892688622,0,0,1
833,12,CASH_IN,277491.39,C332099492,2467211.14,2744702.53,C1142773057,481463.72,203972.34,0
834,187,CASH_OUT,1736804.93,C527346437,1736804.93,0,C247785956,4429087.44,6165892.37,1
835,181,CASH_OUT,19355.21,C2144683406,0,0,C1762416578,1635864.03,1655219.24,0
836,734,TRANSFER,10000000,C1891630790,11810044.85,1810044.85,C2124431731,0,0,1
837,161,CASH_IN,75336.18,C555064866,4605543.75,4680879.93,C1666405138,888777,813440.82,0
838,280,CASH_OUT,229372.04,C1126192813,0,0,C930099004,253030.02,482402.06,0
839,235,PAYMENT,5077.11,C1001303238,30735,25657.89,M384195254,0,0,0
840,44,CASH_OUT,363874.42,C992243475,0,0,C1317762107,373933.56,737807.98,0
841,259,PAYMENT,3371.32,C1514291033,248673.54,245302.22,M1088761520,0,0,0
842,670,CASH_OUT,10000000,C1795726585,10000000,0,C912767355,1476475.64,11476475.64,1
843,206,CASH_OUT,10166.91,C529976584,0,0,C149891612,999395.63,1009562.54,0
844,425,CASH_OUT,10000000,C1979558927,10000000,0,C678340768,1727027.89,11727027.89,1
845,554,TRANSFER,346795.44,C1744798972,346795.44,0,C815065594,0,0,1
846,68,CASH_OUT,157494.6,C961780738,157494.6,0,C1786351253,509029.31,666523.92,1
847,396,TRANSFER,233699.25,C349513899,233699.25,0,C499085248,0,0,1
848,233,CASH_OUT,48156.69,C1285235130,48156.69,0,C160460815,132064.21,180220.9,1
849,235,CASH_OUT,203261.41,C1016426878,11438,0,C586793950,108203.07,458283.56,0
850,282,TRANSFER,166939.29,C425068279,10089,0,C2135858314,183990.31,350929.6,0
851,590,PAYMENT,1274.73,C970219280,0,0,M2040619186,0,0,0
852,29,TRANSFER,268641.82,C775733773,268641.82,0,C2121303056,0,0,1
853,278,CASH_IN,215458.02,C1571216611,2175136.94,2390594.95,C834200198,299112.97,83654.95,0
854,164,CASH_IN,82402.17,C956571254,16460,98862.17,C912095413,45363.19,0,0
855,158,CASH_OUT,220096.16,C406439192,0,0,C293137849,1969858.31,2189954.47,0
856,137,TRANSFER,346068.57,C1418306622,162127,0,C1765092169,1574770.33,1920838.9,0
857,573,TRANSFER,182927.08,C273035023,182927.08,0,C1377929083,0,0,1
858,135,TRANSFER,81582.02,C508733597,4864,0,C931530493,124281.89,205863.91,0
859,232,CASH_OUT,234124.06,C1074292777,0,0,C1086158899,7565689.37,7799813.42,0
860,172,CASH_OUT,692984.55,C1799581690,692984.55,0,C1865178469,758852.8,1451837.35,1
861,373,CASH_OUT,42240.51,C575901307,0,0,C526537691,4311861.22,4354101.73,0
862,349,CASH_OUT,977805.62,C1659764623,977805.62,0,C711079235,0,977805.62,1
863,303,CASH_OUT,206301.72,C1014435184,26509,0,C12972740,7482.08,213783.8,0
864,699,TRANSFER,148714.54,C516969543,148714.54,0,C2034859520,0,0,1
865,467,TRANSFER,269722.42,C280460099,269722.42,0,C1478799121,0,0,1
866,204,PAYMENT,892.06,C1022622256,39631,38738.94,M550994759,0,0,0
867,373,CASH_OUT,389559,C1777884009,147428,0,C1667474086,0,389559,0
868,670,TRANSFER,10000000,C2085303535,12113271.99,2113271.99,C1010370571,0,0,1
869,626,TRANSFER,44577.32,C2086578644,44577.32,0,C811242646,0,0,1
870,356,TRANSFER,357226.8,C820024675,357226.8,0,C1707005177,0,0,1
871,32,TRANSFER,81867.07,C1128786535,81867.07,0,C9901046,0,0,1
872,252,CASH_OUT,349040.37,C1116011627,0,0,C1339772987,2205822.9,2554863.27,0
873,51,TRANSFER,115881.21,C836452372,115881.21,0,C1661320351,0,0,1
874,229,CASH_OUT,143332,C159990458,143332,0,C1025108799,482652.15,716367.34,1
875,256,CASH_OUT,9811104.49,C887693253,9811104.49,0,C1459698370,61469.05,9872573.54,1
876,523,TRANSFER,121543.83,C2080970760,121543.83,0,C723423255,0,0,1
877,591,CASH_OUT,609239.75,C1997221686,609239.75,0,C1705000386,236427.49,845667.24,1
878,103,CASH_OUT,639468.22,C765437817,639468.22,0,C799703422,185390.74,824858.96,1
879,188,CASH_OUT,100648.87,C1392454826,20482,0,C144901159,0,100648.87,0
880,66,CASH_OUT,4631432.03,C2089741901,4631432.03,0,C434503423,122727.22,4754159.25,1
881,465,TRANSFER,461255.26,C470923235,461255.26,0,C588226024,0,0,1
882,731,CASH_OUT,219934.26,C2054799485,219934.26,0,C997585991,0,219934.26,1
883,292,TRANSFER,362335.05,C1144862911,362335.05,0,C552429589,0,0,1
884,439,TRANSFER,100840.93,C1044963294,100840.93,0,C503182041,0,0,1
885,151,CASH_OUT,1633227,C370488053,1633227,0,C1690006071,2865353.22,4498580.23,1
886,374,CASH_OUT,133734.67,C1463780039,0,0,C1359650919,1815343.45,1949078.12,0
887,145,TRANSFER,3572736.74,C699121827,3572736.74,0,C1252527370,0,0,1
888,179,CASH_OUT,162828.86,C667815800,176,0,C1800647190,0,162828.86,0
889,179,TRANSFER,1355851.59,C268627573,416643,0,C1232506270,803886.7,2159738.29,0
890,641,CASH_OUT,19646.09,C585116119,19646.09,0,C275095873,0,19646.09,1
891,22,TRANSFER,379878,C336424141,379878,0,C404961694,0,0,1
892,307,PAYMENT,17706.43,C1349807113,60582,42875.57,M220094256,0,0,0
893,212,CASH_OUT,704328.29,C247084608,704328.29,0,C359887652,0,704328.29,1
894,580,CASH_OUT,105861.07,C1311418994,105861.07,0,C294852221,39230.5,145091.57,1
895,538,CASH_OUT,67647.14,C644109980,0,0,C1752221785,1717860.87,1785508.01,0
896,351,CASH_OUT,516511.72,C1775308132,60228,0,C1645933439,348778.76,865290.47,0
897,323,PAYMENT,157.56,C1427635806,0,0,M1127378334,0,0,0
898,546,CASH_OUT,99656.93,C387067753,99656.93,0,C258696334,0,99656.93,1
899,10,CASH_OUT,49781.98,C440913143,0,0,C1961606163,517817.18,0,0
900,10,PAYMENT,11478.84,C244161086,39698,28219.16,M524073055,0,0,0
901,523,TRANSFER,4623764.68,C538300910,4623764.68,0,C158509882,0,0,1
902,19,CASH_IN,47579.95,C1359887619,17526592.03,17574171.97,C171917061,85826.3,38246.35,0
903,18,CASH_OUT,6717.42,C110942643,296536.41,289818.99,C508247694,15593.13,291799.73,0
904,537,CASH_OUT,81278.73,C58339720,81278.73,0,C1656842502,2087033.64,2168312.37,1
905,378,CASH_OUT,16900.61,C445266537,38852.93,21952.32,C1845634273,449798.67,466699.28,0
906,310,PAYMENT,3957,C1931842696,3137,0,M1298797841,0,0,0
907,379,CASH_IN,204851.11,C1698683363,2910827.73,3115678.84,C1337045940,674803.66,469952.56,0
908,12,CASH_OUT,25326.84,C666281813,0,0,C1860191210,338928.96,496808.43,0
909,34,CASH_OUT,91663.83,C2027440030,416573,324909.17,C1942869575,0,91663.83,0
910,514,CASH_IN,225881.82,C772137825,21984457.06,22210338.88,C567539558,1098356.4,872474.58,0
911,543,TRANSFER,57204.07,C2080854887,57204.07,0,C2001477258,0,0,1
912,130,CASH_OUT,433836.6,C1865338932,11569,0,C1979182090,521597.29,955433.89,0
913,20,CASH_IN,75988.93,C577589840,7598493.31,7674482.24,C1792450010,304625.1,228636.18,0
914,738,TRANSFER,108240.74,C1417837233,108240.74,0,C2097692432,0,0,1
915,664,TRANSFER,84771.55,C353441050,84771.55,0,C1305397370,0,0,1
916,231,CASH_OUT,21806.14,C1916418230,204632,182825.86,C810352214,151235.34,173041.49,0
917,440,TRANSFER,5049594.33,C2134666226,5049594.33,0,C1039951237,0,0,1
918,357,CASH_OUT,10000000,C1879989290,10000000,0,C1527777046,637693.12,10637693.12,1
919,351,TRANSFER,153607.08,C875012263,153607.08,0,C1330100678,0,0,1
920,221,CASH_OUT,93708.08,C1961462309,93708.08,0,C450794008,1535887.5,1629595.57,1
921,141,PAYMENT,10384.72,C1968493094,14776.07,4391.35,M747126627,0,0,0
922,726,CASH_OUT,834495.09,C1461019839,834495.09,0,C685427542,471101.6,1305596.69,1
923,16,PAYMENT,9339.55,C104887510,0,0,M801707828,0,0,0
924,731,TRANSFER,219934.26,C1104155037,219934.26,0,C852180070,0,0,1
925,546,TRANSFER,534158.52,C1792498833,534158.52,0,C1687427333,0,0,1
926,64,TRANSFER,1814483.97,C1198248537,1814483.97,0,C29406343,0,0,1
927,297,TRANSFER,3105902.49,C483009518,3105902.49,0,C1272462265,0,0,1
928,110,CASH_OUT,93732.16,C394514690,93732.16,0,C1985339190,131244.99,224977.15,1
929,686,TRANSFER,974452.84,C1044598698,974452.84,0,C1435437474,0,0,1
930,213,PAYMENT,9550.71,C1518849789,92837,83286.29,M855116897,0,0,0
931,240,PAYMENT,3298.73,C681835058,698600,695301.27,M882391338,0,0,0
932,701,CASH_OUT,1947831.96,C948133316,1947831.96,0,C1195105937,0,1947831.96,1
933,203,TRANSFER,160558.42,C1553874317,0,0,C1651107403,4028694.51,4189252.93,0
934,346,CASH_OUT,151988.53,C357495807,0,0,C666553291,241810.3,393798.83,0
935,396,TRANSFER,2189170.39,C90164537,2189170.39,0,C814466553,0,0,1
936,568,TRANSFER,32521.24,C949980051,32521.24,0,C1466673689,0,0,1
937,84,CASH_OUT,351912.04,C1976472089,351912.04,0,C920627879,196753.09,548665.13,1
938,212,CASH_OUT,133421.43,C532246403,83312.4,0,C1406221592,2026013.46,2159434.89,0
939,283,CASH_OUT,108915.9,C1853966252,0,0,C1054115646,202728.45,311644.35,0
940,381,CASH_OUT,311827.46,C169557206,56553,0,C1957013913,0,311827.46,0
941,390,TRANSFER,1195842.37,C257290900,1195842.37,0,C1552849727,0,0,1
942,653,CASH_OUT,598426.68,C2106574163,598426.68,0,C408852113,46967.11,645393.8,1
943,285,PAYMENT,8045.97,C1625246059,19956,11910.03,M650770254,0,0,0
944,371,TRANSFER,1413702.66,C1184964728,1551,0,C1608213159,3006662.45,4420365.11,0
945,251,CASH_OUT,8276235.5,C1880773458,8276235.5,0,C2102473649,190006.69,8466242.19,1
946,399,CASH_OUT,236927.62,C2043107363,830,0,C366063800,0,236927.62,0
947,173,TRANSFER,364333.03,C627887471,364333.03,0,C677512181,0,0,1
948,236,CASH_OUT,1418198.25,C1959028014,1418198.25,0,C1768881872,1488632.5,2906830.75,1
949,94,TRANSFER,1454592.61,C708686257,1454592.61,0,C191950817,0,0,1
950,291,CASH_OUT,2324907.08,C1373829253,2324907.08,0,C1286348462,157275.18,2482182.26,1
951,373,CASH_IN,180873.58,C654871312,904668.89,1085542.47,C664568806,1049430.67,868557.08,0
952,322,PAYMENT,20622.3,C363205566,212665,192042.7,M1986137029,0,0,0
953,688,TRANSFER,676913.69,C1687942952,676913.69,0,C2049734595,0,0,1
954,353,CASH_OUT,79066.01,C1460527604,0,0,C2020312744,1226437.41,1305503.42,0
955,474,TRANSFER,1499869.54,C687615410,1499869.54,0,C1163176037,0,0,1
956,282,CASH_OUT,259924.52,C579456171,0,0,C2100443971,320743.5,580668.02,0
957,35,PAYMENT,4250.84,C1206344424,0,0,M305801959,0,0,0
958,394,CASH_OUT,185167.91,C1403675371,152299,0,C536401697,0,185167.91,0
959,226,PAYMENT,20098.04,C1222734769,52094.37,31996.33,M1563399800,0,0,0
960,254,CASH_OUT,1155.98,C679050018,20508,19352.02,C1960006669,745185.87,746341.85,0
961,649,TRANSFER,963966.56,C333851574,963966.56,0,C1907611858,0,0,1
962,201,CASH_OUT,197291.02,C379510484,4067.89,0,C1401250958,366943.89,564234.92,0
963,236,PAYMENT,12933.53,C1534901649,60367.02,47433.49,M70029913,0,0,0
964,396,TRANSFER,1547877.98,C211699118,1547877.98,0,C1804433464,0,0,1
965,680,TRANSFER,442460.31,C1158825212,442460.31,0,C643125420,0,0,1
966,466,CASH_OUT,4364760.42,C821777202,4364760.42,0,C1421637972,91395.98,4456156.41,1
967,463,CASH_OUT,219300.76,C1410654808,219300.76,0,C1763889280,19058370.95,19277671.71,1
968,299,CASH_OUT,316082.17,C1683458455,14742,0,C824002136,0,316082.17,0
969,404,CASH_OUT,186375.38,C1299679751,186375.38,0,C936929482,427950.92,614326.3,1
970,204,PAYMENT,221.06,C515694381,99196,98974.94,M1644675725,0,0,0
971,130,CASH_IN,104790.48,C363008319,302,105092.48,C1702837509,0,158110.61,0
972,396,CASH_OUT,226970.57,C1542585174,13996,0,C93636609,3543043.54,3770014.11,0
973,337,TRANSFER,658637.38,C1165937367,658637.38,0,C70514826,0,0,1
974,228,CASH_OUT,4526748.52,C565197810,4526748.52,0,C725918022,416831.26,4943579.77,1
975,374,CASH_IN,83519.77,C852693777,1161319.38,1244839.15,C50795561,106631.1,23111.33,0
976,398,PAYMENT,16359.28,C810530180,0,0,M2081525365,0,0,0
977,591,CASH_OUT,906270.63,C1392276809,906270.63,0,C1315942882,221709.79,1127980.43,1
978,33,CASH_OUT,10000000,C29118015,10000000,0,C1379703840,0,10000000,1
979,491,CASH_OUT,1122827.94,C1274959638,1122827.94,0,C870195127,257056.52,1379884.46,1
980,496,TRANSFER,766151.45,C2014325113,766151.45,0,C432435900,0,0,1
981,27,CASH_OUT,494244.61,C1544211314,494244.61,0,C1751768780,653451.43,1147696.03,1
982,253,CASH_OUT,235722.75,C1189430530,62210,0,C617523403,297274.8,532997.55,0
983,532,CASH_OUT,188097.08,C2098633557,188097.08,0,C868509779,164930.19,353027.27,1
984,10,PAYMENT,9182.39,C1367815926,18741.04,9558.65,M1528567046,0,0,0
985,694,TRANSFER,174107.36,C1167176851,174107.36,0,C1633521068,0,0,1
986,74,CASH_OUT,59813.61,C1784961866,59813.61,0,C1245192492,0,59813.61,1
987,609,TRANSFER,564263.94,C656681397,564263.94,0,C1487339522,0,0,1
988,209,CASH_IN,268020.63,C1561953320,4953238.76,5221259.39,C1782631057,776616.23,508595.6,0
989,309,CASH_IN,168109.04,C856289502,3205964.96,3374074.01,C1560450567,3712180.71,3544071.66,0
990,162,CASH_IN,90684.63,C1174928142,22389,113073.63,C2037608548,172022.3,81337.66,0
991,41,TRANSFER,1783144.33,C1067826676,1783144.33,0,C57546675,0,0,1
992,316,TRANSFER,72665.95,C1614200747,72665.95,0,C253218862,0,0,1
993,116,CASH_OUT,12477.96,C1758753461,12477.96,0,C1314480354,0,12477.96,1
994,372,CASH_OUT,486223.74,C1616798448,20998,0,C1932518764,87109.58,573333.32,0
995,592,TRANSFER,1170213.18,C902859339,1170213.18,0,C1563520398,0,0,1
996,11,CASH_OUT,111520.11,C994990875,0,0,C1797686173,434822.48,546342.59,0
997,279,PAYMENT,27374.16,C1218739196,0,0,M1290701001,0,0,0
998,596,TRANSFER,434401.5,C1025875217,434401.5,0,C918049082,0,0,1
999,426,PAYMENT,3550.61,C383909158,308243.84,304693.22,M543326545,0,0,0
1000,531,CASH_OUT,1312406.14,C1800446138,1312406.14,0,C1584873843,289086.82,1601492.96,1
1001,348,TRANSFER,7445820.78,C1893971699,7445820.78,0,C520742045,0,0,1
1002,557,TRANSFER,131050.76,C1887371650,131050.76,0,C1518001557,0,0,1
1003,255,TRANSFER,351843.08,C570339054,351843.08,0,C1608997043,0,0,1
1004,239,PAYMENT,4511.71,C1271018531,542,0,M1438476856,0,0,0
1005,379,CASH_IN,17170.18,C1372484815,19473,36643.18,C1239124426,9708788.48,9691618.3,0
1006,581,TRANSFER,2562459.56,C2033083147,2562459.56,0,C320568622,0,0,1
1007,11,CASH_IN,325224.34,C2106973442,51031,376255.34,C721963381,0,0,0
1008,743,TRANSFER,850002.52,C1685995037,850002.52,0,C2080388513,0,0,1
1009,37,PAYMENT,5904.56,C1426604718,0,0,M1104633075,0,0,0
1010,563,TRANSFER,3200818.85,C1857126069,3200818.85,0,C761148090,0,0,1
1011,61,CASH_OUT,55062.46,C983142202,55062.46,0,C204026282,0,55062.46,1
1012,401,TRANSFER,32611.9,C865960428,0,0,C716654016,638686.49,671298.39,0
1013,661,CASH_IN,89401.18,C710120382,357245.47,446646.64,C1585325513,538844.66,449443.48,0
1014,375,CASH_OUT,385567.18,C1218834080,385567.18,0,C817408306,0,385567.18,1
1015,281,CASH_IN,141424.44,C1405822533,97908,239332.44,C1871794198,3370298.31,3228873.87,0
1016,392,CASH_OUT,92001.22,C448834198,92001.22,0,C332333924,329180.16,421181.38,1
1017,186,PAYMENT,8584.23,C880917197,0,0,M506659339,0,0,0
